GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0022000382,539,1630166,Deni Avdija,1610612764,Washington Wizards,4,7,52,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,230,87,1,0,20210210,WAS,TOR
Shot Chart Detail,0022000396,83,1630166,Deni Avdija,1610612764,Washington Wizards,1,4,53,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,143,143,1,1,20210212,WAS,NYK
Shot Chart Detail,0022000396,115,1630166,Deni Avdija,1610612764,Washington Wizards,1,2,51,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,32,6,1,0,20210212,WAS,NYK
Shot Chart Detail,0022000396,121,1630166,Deni Avdija,1610612764,Washington Wizards,1,2,5,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,147,232,1,0,20210212,WAS,NYK
Shot Chart Detail,0022000396,141,1630166,Deni Avdija,1610612764,Washington Wizards,1,1,9,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,193,185,1,0,20210212,WAS,NYK
Shot Chart Detail,0022000396,175,1630166,Deni Avdija,1610612764,Washington Wizards,2,10,48,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,156,186,1,1,20210212,WAS,NYK
Shot Chart Detail,0022000396,179,1630166,Deni Avdija,1610612764,Washington Wizards,2,10,8,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-120,235,1,0,20210212,WAS,NYK
Shot Chart Detail,0022000396,203,1630166,Deni Avdija,1610612764,Washington Wizards,2,8,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,29,156,253,1,0,20210212,WAS,NYK
Shot Chart Detail,0022000396,452,1630166,Deni Avdija,1610612764,Washington Wizards,3,2,46,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,0,33,1,1,20210212,WAS,NYK
Shot Chart Detail,0022000396,639,1630166,Deni Avdija,1610612764,Washington Wizards,4,2,19,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,13,58,1,0,20210212,WAS,NYK
Shot Chart Detail,0022000421,256,1630166,Deni Avdija,1610612764,Washington Wizards,2,7,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,225,115,1,0,20210215,WAS,HOU
Shot Chart Detail,0022000421,280,1630166,Deni Avdija,1610612764,Washington Wizards,2,4,38,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-164,214,1,1,20210215,WAS,HOU
Shot Chart Detail,0022000421,543,1630166,Deni Avdija,1610612764,Washington Wizards,4,11,6,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-237,1,1,0,20210215,WAS,HOU
Shot Chart Detail,0022000421,547,1630166,Deni Avdija,1610612764,Washington Wizards,4,10,42,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,7,37,1,1,20210215,WAS,HOU
Shot Chart Detail,0022000437,155,1630166,Deni Avdija,1610612764,Washington Wizards,1,0,0,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,95,254,1,1,20210217,WAS,DEN
Shot Chart Detail,0022000437,180,1630166,Deni Avdija,1610612764,Washington Wizards,2,10,37,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-237,60,1,0,20210217,WAS,DEN
Shot Chart Detail,0022000437,237,1630166,Deni Avdija,1610612764,Washington Wizards,2,7,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-235,100,1,0,20210217,WAS,DEN
Shot Chart Detail,0022000464,600,1630166,Deni Avdija,1610612764,Washington Wizards,4,9,9,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,2,1,1,20210220,POR,WAS
Shot Chart Detail,0022000479,189,1630166,Deni Avdija,1610612764,Washington Wizards,2,11,38,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-238,30,1,0,20210222,LAL,WAS
Shot Chart Detail,0022000479,226,1630166,Deni Avdija,1610612764,Washington Wizards,2,8,58,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,34,41,1,0,20210222,LAL,WAS
Shot Chart Detail,0022000479,549,1630166,Deni Avdija,1610612764,Washington Wizards,4,10,6,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-187,183,1,1,20210222,LAL,WAS
Shot Chart Detail,0022000479,604,1630166,Deni Avdija,1610612764,Washington Wizards,4,7,31,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-3,15,1,1,20210222,LAL,WAS
Shot Chart Detail,0022000479,711,1630166,Deni Avdija,1610612764,Washington Wizards,4,0,51,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,225,118,1,1,20210222,LAL,WAS
Shot Chart Detail,0022000488,152,1630166,Deni Avdija,1610612764,Washington Wizards,1,0,21,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,46,1,0,20210223,LAC,WAS
Shot Chart Detail,0022000488,570,1630166,Deni Avdija,1610612764,Washington Wizards,4,3,41,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,155,8,1,0,20210223,LAC,WAS
Shot Chart Detail,0022000502,389,1630166,Deni Avdija,1610612764,Washington Wizards,3,6,39,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,7,1,1,20210225,DEN,WAS
Shot Chart Detail,0022000517,121,1630166,Deni Avdija,1610612764,Washington Wizards,1,3,30,Missed Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,19,64,1,0,20210227,WAS,MIN
Shot Chart Detail,0022000517,196,1630166,Deni Avdija,1610612764,Washington Wizards,2,11,17,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,6,47,1,1,20210227,WAS,MIN
Shot Chart Detail,0022000517,243,1630166,Deni Avdija,1610612764,Washington Wizards,2,8,8,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,60,69,1,0,20210227,WAS,MIN
Shot Chart Detail,0022000517,458,1630166,Deni Avdija,1610612764,Washington Wizards,3,7,20,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-230,27,1,0,20210227,WAS,MIN
Shot Chart Detail,0022000517,706,1630166,Deni Avdija,1610612764,Washington Wizards,4,4,1,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,234,34,1,0,20210227,WAS,MIN
Shot Chart Detail,0022000517,729,1630166,Deni Avdija,1610612764,Washington Wizards,4,2,32,Missed Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,9,73,1,0,20210227,WAS,MIN
Shot Chart Detail,0022000524,164,1630166,Deni Avdija,1610612764,Washington Wizards,1,1,38,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,115,236,1,0,20210228,BOS,WAS
Shot Chart Detail,0022000536,162,1630166,Deni Avdija,1610612764,Washington Wizards,1,0,43,Made Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,38,16,1,1,20210302,WAS,MEM
Shot Chart Detail,0022000536,254,1630166,Deni Avdija,1610612764,Washington Wizards,2,6,20,Made Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,0,46,1,1,20210302,WAS,MEM
Shot Chart Detail,0022000536,467,1630166,Deni Avdija,1610612764,Washington Wizards,3,3,5,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-143,253,1,0,20210302,WAS,MEM
Shot Chart Detail,0022000536,495,1630166,Deni Avdija,1610612764,Washington Wizards,3,0,9,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-213,154,1,0,20210302,WAS,MEM
Shot Chart Detail,0022000536,544,1630166,Deni Avdija,1610612764,Washington Wizards,4,8,56,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,51,18,1,0,20210302,WAS,MEM
Shot Chart Detail,0022000536,619,1630166,Deni Avdija,1610612764,Washington Wizards,4,4,6,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-223,136,1,1,20210302,WAS,MEM
Shot Chart Detail,0022000536,658,1630166,Deni Avdija,1610612764,Washington Wizards,4,1,37,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-187,180,1,1,20210302,WAS,MEM
Shot Chart Detail,0022000554,205,1630166,Deni Avdija,1610612764,Washington Wizards,2,8,51,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,2,62,1,1,20210304,WAS,LAC
Shot Chart Detail,0022000554,572,1630166,Deni Avdija,1610612764,Washington Wizards,4,7,17,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,28,19,1,1,20210304,WAS,LAC
Shot Chart Detail,0022000559,13,1630166,Deni Avdija,1610612764,Washington Wizards,1,11,22,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,14,23,1,1,20210202,WAS,POR
Shot Chart Detail,0022000559,254,1630166,Deni Avdija,1610612764,Washington Wizards,2,7,22,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,154,216,1,0,20210202,WAS,POR
Shot Chart Detail,0022000559,311,1630166,Deni Avdija,1610612764,Washington Wizards,2,3,2,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-17,17,1,1,20210202,WAS,POR
Shot Chart Detail,0022000559,391,1630166,Deni Avdija,1610612764,Washington Wizards,3,10,22,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-108,248,1,1,20210202,WAS,POR
Shot Chart Detail,0022000559,586,1630166,Deni Avdija,1610612764,Washington Wizards,4,7,20,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,17,29,1,1,20210202,WAS,POR
Shot Chart Detail,0022000559,618,1630166,Deni Avdija,1610612764,Washington Wizards,4,4,5,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-53,267,1,1,20210202,WAS,POR
Shot Chart Detail,0022000560,156,1630166,Deni Avdija,1610612764,Washington Wizards,1,0,0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,16,281,1,1,20210214,WAS,BOS
Shot Chart Detail,0022000560,238,1630166,Deni Avdija,1610612764,Washington Wizards,2,6,14,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,8,37,1,1,20210214,WAS,BOS
Shot Chart Detail,0022000560,512,1630166,Deni Avdija,1610612764,Washington Wizards,3,2,18,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,41,81,1,0,20210214,WAS,BOS
Shot Chart Detail,0022000560,565,1630166,Deni Avdija,1610612764,Washington Wizards,4,10,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,196,178,1,0,20210214,WAS,BOS
Shot Chart Detail,0022000560,590,1630166,Deni Avdija,1610612764,Washington Wizards,4,8,26,Missed Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-39,13,1,0,20210214,WAS,BOS
Shot Chart Detail,0022000560,592,1630166,Deni Avdija,1610612764,Washington Wizards,4,8,19,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,227,117,1,0,20210214,WAS,BOS
Shot Chart Detail,0022000560,627,1630166,Deni Avdija,1610612764,Washington Wizards,4,5,20,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,-17,1,0,20210214,WAS,BOS
Shot Chart Detail,0022000560,669,1630166,Deni Avdija,1610612764,Washington Wizards,4,3,48,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-30,69,1,0,20210214,WAS,BOS
Shot Chart Detail,0022000560,687,1630166,Deni Avdija,1610612764,Washington Wizards,4,2,33,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,200,141,1,0,20210214,WAS,BOS
Shot Chart Detail,0022000566,141,1630166,Deni Avdija,1610612764,Washington Wizards,1,2,13,Missed Shot,Driving Bank Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,5,8,1,0,20210310,MEM,WAS
Shot Chart Detail,0022000566,332,1630166,Deni Avdija,1610612764,Washington Wizards,2,3,34,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,6,1,1,20210310,MEM,WAS
Shot Chart Detail,0022000566,360,1630166,Deni Avdija,1610612764,Washington Wizards,2,1,37,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-226,8,1,1,20210310,MEM,WAS
Shot Chart Detail,0022000566,378,1630166,Deni Avdija,1610612764,Washington Wizards,2,0,21,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-231,32,1,1,20210310,MEM,WAS
Shot Chart Detail,0022000566,575,1630166,Deni Avdija,1610612764,Washington Wizards,3,0,39,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,11,67,88,1,1,20210310,MEM,WAS
Shot Chart Detail,0022000566,580,1630166,Deni Avdija,1610612764,Washington Wizards,3,0,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,155,215,1,0,20210310,MEM,WAS
Shot Chart Detail,0022000566,591,1630166,Deni Avdija,1610612764,Washington Wizards,4,11,46,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,138,218,1,0,20210310,MEM,WAS
Shot Chart Detail,0022000566,730,1630166,Deni Avdija,1610612764,Washington Wizards,4,0,45,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-185,171,1,1,20210310,MEM,WAS
Shot Chart Detail,0022000579,180,1630166,Deni Avdija,1610612764,Washington Wizards,2,10,53,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,10,1,1,20210312,WAS,PHI
Shot Chart Detail,0022000579,194,1630166,Deni Avdija,1610612764,Washington Wizards,2,9,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-191,180,1,0,20210312,WAS,PHI
Shot Chart Detail,0022000579,511,1630166,Deni Avdija,1610612764,Washington Wizards,4,9,30,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,22,94,209,1,1,20210312,WAS,PHI
Shot Chart Detail,0022000579,543,1630166,Deni Avdija,1610612764,Washington Wizards,4,6,43,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-64,252,1,0,20210312,WAS,PHI
Shot Chart Detail,0022000579,558,1630166,Deni Avdija,1610612764,Washington Wizards,4,5,58,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,103,32,1,0,20210312,WAS,PHI
Shot Chart Detail,0022000579,593,1630166,Deni Avdija,1610612764,Washington Wizards,4,2,17,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-21,276,1,0,20210312,WAS,PHI
Shot Chart Detail,0022000589,21,1630166,Deni Avdija,1610612764,Washington Wizards,1,10,22,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-29,276,1,0,20210313,WAS,MIL
Shot Chart Detail,0022000589,52,1630166,Deni Avdija,1610612764,Washington Wizards,1,7,19,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,12,22,1,1,20210313,WAS,MIL
Shot Chart Detail,0022000589,66,1630166,Deni Avdija,1610612764,Washington Wizards,1,5,46,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-195,182,1,0,20210313,WAS,MIL
Shot Chart Detail,0022000589,148,1630166,Deni Avdija,1610612764,Washington Wizards,1,1,12,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,55,56,1,1,20210313,WAS,MIL
Shot Chart Detail,0022000589,338,1630166,Deni Avdija,1610612764,Washington Wizards,2,1,21,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,228,126,1,0,20210313,WAS,MIL
Shot Chart Detail,0022000589,450,1630166,Deni Avdija,1610612764,Washington Wizards,3,6,32,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-23,15,1,0,20210313,WAS,MIL
Shot Chart Detail,0022000589,599,1630166,Deni Avdija,1610612764,Washington Wizards,4,8,38,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,38,4,1,1,20210313,WAS,MIL
Shot Chart Detail,0022000589,655,1630166,Deni Avdija,1610612764,Washington Wizards,4,3,53,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-209,152,1,0,20210313,WAS,MIL
Shot Chart Detail,0022000589,683,1630166,Deni Avdija,1610612764,Washington Wizards,4,1,7,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,174,193,1,1,20210313,WAS,MIL
Shot Chart Detail,0022000589,719,1630166,Deni Avdija,1610612764,Washington Wizards,4,0,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,30,161,263,1,0,20210313,WAS,MIL
Shot Chart Detail,0022000603,115,1630166,Deni Avdija,1610612764,Washington Wizards,1,3,16,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,6,30,1,0,20210315,WAS,MIL
Shot Chart Detail,0022000603,191,1630166,Deni Avdija,1610612764,Washington Wizards,2,10,12,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,229,6,1,0,20210315,WAS,MIL
Shot Chart Detail,0022000603,208,1630166,Deni Avdija,1610612764,Washington Wizards,2,8,44,Made Shot,Reverse Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,44,16,1,1,20210315,WAS,MIL
Shot Chart Detail,0022000603,212,1630166,Deni Avdija,1610612764,Washington Wizards,2,8,11,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,159,209,1,0,20210315,WAS,MIL
Shot Chart Detail,0022000603,406,1630166,Deni Avdija,1610612764,Washington Wizards,3,6,17,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-22,8,1,1,20210315,WAS,MIL
Shot Chart Detail,0022000603,461,1630166,Deni Avdija,1610612764,Washington Wizards,3,2,32,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,67,258,1,1,20210315,WAS,MIL
Shot Chart Detail,0022000603,481,1630166,Deni Avdija,1610612764,Washington Wizards,3,1,46,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-229,5,1,0,20210315,WAS,MIL
Shot Chart Detail,0022000603,489,1630166,Deni Avdija,1610612764,Washington Wizards,3,1,8,Made Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-56,2,1,1,20210315,WAS,MIL
Shot Chart Detail,0022000603,528,1630166,Deni Avdija,1610612764,Washington Wizards,4,9,50,Made Shot,Driving Reverse Dunk Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,38,22,1,1,20210315,WAS,MIL
Shot Chart Detail,0022000619,168,1630166,Deni Avdija,1610612764,Washington Wizards,1,1,15,Made Shot,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,38,18,1,1,20210317,WAS,SAC
Shot Chart Detail,0022000619,175,1630166,Deni Avdija,1610612764,Washington Wizards,1,0,26,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,14,4,1,1,20210317,WAS,SAC
Shot Chart Detail,0022000619,356,1630166,Deni Avdija,1610612764,Washington Wizards,2,0,29,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,210,139,1,0,20210317,WAS,SAC
Shot Chart Detail,0022000619,591,1630166,Deni Avdija,1610612764,Washington Wizards,4,8,52,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,22,272,1,0,20210317,WAS,SAC
Shot Chart Detail,0022000619,595,1630166,Deni Avdija,1610612764,Washington Wizards,4,8,34,Made Shot,Running Dunk Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,40,45,1,1,20210317,WAS,SAC
Shot Chart Detail,0022000647,105,1630166,Deni Avdija,1610612764,Washington Wizards,1,3,1,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,32,29,1,0,20210321,BKN,WAS
Shot Chart Detail,0022000647,192,1630166,Deni Avdija,1610612764,Washington Wizards,2,9,8,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,158,213,1,0,20210321,BKN,WAS
Shot Chart Detail,0022000662,172,1630166,Deni Avdija,1610612764,Washington Wizards,1,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,177,185,1,0,20210323,NYK,WAS
Shot Chart Detail,0022000662,409,1630166,Deni Avdija,1610612764,Washington Wizards,3,8,2,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,10,1,1,20210323,NYK,WAS
Shot Chart Detail,0022000662,460,1630166,Deni Avdija,1610612764,Washington Wizards,3,3,49,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,232,65,1,0,20210323,NYK,WAS
Shot Chart Detail,0022000662,491,1630166,Deni Avdija,1610612764,Washington Wizards,3,1,40,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-219,139,1,1,20210323,NYK,WAS
Shot Chart Detail,0022000662,547,1630166,Deni Avdija,1610612764,Washington Wizards,4,9,49,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,-1,1,1,20210323,NYK,WAS
Shot Chart Detail,0022000662,555,1630166,Deni Avdija,1610612764,Washington Wizards,4,9,18,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,25,242,73,1,1,20210323,NYK,WAS
Shot Chart Detail,0022000662,566,1630166,Deni Avdija,1610612764,Washington Wizards,4,7,58,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,3,18,1,1,20210323,NYK,WAS
Shot Chart Detail,0022000679,118,1630166,Deni Avdija,1610612764,Washington Wizards,1,3,29,Missed Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,19,6,1,0,20210325,NYK,WAS
Shot Chart Detail,0022000679,137,1630166,Deni Avdija,1610612764,Washington Wizards,1,2,11,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,-20,1,0,20210325,NYK,WAS
Shot Chart Detail,0022000679,475,1630166,Deni Avdija,1610612764,Washington Wizards,3,5,39,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,18,6,1,0,20210325,NYK,WAS
Shot Chart Detail,0022000679,500,1630166,Deni Avdija,1610612764,Washington Wizards,3,4,8,Missed Shot,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,8,8,1,0,20210325,NYK,WAS
Shot Chart Detail,0022000694,9,1630166,Deni Avdija,1610612764,Washington Wizards,1,11,32,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-128,244,1,0,20210327,WAS,DET
Shot Chart Detail,0022000694,31,1630166,Deni Avdija,1610612764,Washington Wizards,1,9,18,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,106,249,1,0,20210327,WAS,DET
Shot Chart Detail,0022000694,202,1630166,Deni Avdija,1610612764,Washington Wizards,2,9,6,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,5,43,1,1,20210327,WAS,DET
Shot Chart Detail,0022000694,225,1630166,Deni Avdija,1610612764,Washington Wizards,2,7,48,Missed Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,3,64,1,0,20210327,WAS,DET
Shot Chart Detail,0022000694,298,1630166,Deni Avdija,1610612764,Washington Wizards,2,1,21,Missed Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,10,37,1,0,20210327,WAS,DET
Shot Chart Detail,0022000694,308,1630166,Deni Avdija,1610612764,Washington Wizards,2,0,29,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-133,249,1,1,20210327,WAS,DET
Shot Chart Detail,0022000707,52,1630166,Deni Avdija,1610612764,Washington Wizards,1,7,20,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,21,211,25,1,0,20210329,WAS,IND
