GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,22400165,481,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,2,6,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,107,269,1,0,20241104,DAL,IND
Shot Chart Detail,22400165,508,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,0,0,Missed Shot,Jump Shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,53,13,535,1,0,20241104,DAL,IND
Shot Chart Detail,22400165,583,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,6,43,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,34,247,1,0,20241104,DAL,IND
Shot Chart Detail,22400165,587,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,6,13,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,28,80,1,1,20241104,DAL,IND
Shot Chart Detail,22400165,622,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,2,59,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,99,74,1,1,20241104,DAL,IND
Shot Chart Detail,22400165,649,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,0,50,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,21,167,1,1,20241104,DAL,IND
Shot Chart Detail,22400170,121,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,3,33,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,178,-8,1,0,20241106,IND,ORL
Shot Chart Detail,22400170,249,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,6,28,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,100,50,1,0,20241106,IND,ORL
Shot Chart Detail,22400170,301,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,2,7,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,43,280,1,0,20241106,IND,ORL
Shot Chart Detail,22400170,306,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,1,25,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,165,201,1,1,20241106,IND,ORL
Shot Chart Detail,22400170,395,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,6,28,Made Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,129,38,1,1,20241106,IND,ORL
Shot Chart Detail,22400170,522,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,9,3,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,13,70,110,1,1,20241106,IND,ORL
Shot Chart Detail,22400170,535,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,7,28,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-167,195,1,1,20241106,IND,ORL
Shot Chart Detail,22400170,557,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,5,43,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,-8,1,1,20241106,IND,ORL
Shot Chart Detail,22400170,578,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,4,3,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-10,22,1,0,20241106,IND,ORL
Shot Chart Detail,22400170,604,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,2,0,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-2,266,1,0,20241106,IND,ORL
Shot Chart Detail,22400170,617,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,0,33,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,15,261,1,1,20241106,IND,ORL
Shot Chart Detail,22400184,7,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,11,40,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-62,122,1,0,20241108,CHA,IND
Shot Chart Detail,22400184,77,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,5,24,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-80,267,1,0,20241108,CHA,IND
Shot Chart Detail,22400184,138,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,0,55,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-11,138,1,1,20241108,CHA,IND
Shot Chart Detail,22400184,146,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,51,262,1,0,20241108,CHA,IND
Shot Chart Detail,22400184,271,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,4,10,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,183,180,1,0,20241108,CHA,IND
Shot Chart Detail,22400184,275,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,3,47,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,10,1,0,20241108,CHA,IND
Shot Chart Detail,22400184,279,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,3,34,Missed Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,12,1,0,20241108,CHA,IND
Shot Chart Detail,22400184,320,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,0,53,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,30,-170,251,1,0,20241108,CHA,IND
Shot Chart Detail,22400184,422,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,6,23,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,5,120,1,1,20241108,CHA,IND
Shot Chart Detail,22400184,437,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,5,37,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,9,30,1,0,20241108,CHA,IND
Shot Chart Detail,22400184,467,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,2,56,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,15,62,138,1,0,20241108,CHA,IND
Shot Chart Detail,22400203,65,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,6,15,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-194,174,1,1,20241110,IND,NYK
Shot Chart Detail,22400203,96,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,4,39,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-222,132,1,0,20241110,IND,NYK
Shot Chart Detail,22400203,100,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,4,7,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-164,58,1,0,20241110,IND,NYK
Shot Chart Detail,22400203,108,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,3,43,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-32,65,1,1,20241110,IND,NYK
Shot Chart Detail,22400203,284,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,3,40,Made Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,229,15,1,1,20241110,IND,NYK
Shot Chart Detail,22400203,290,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,2,35,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-11,28,1,1,20241110,IND,NYK
Shot Chart Detail,22400203,293,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,2,9,Made Shot,Floating Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-12,260,1,1,20241110,IND,NYK
Shot Chart Detail,22400203,317,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,0,15,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-180,232,1,0,20241110,IND,NYK
Shot Chart Detail,22400203,358,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,9,34,Missed Shot,Floating Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-120,248,1,0,20241110,IND,NYK
Shot Chart Detail,22400203,391,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,6,25,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-17,106,1,1,20241110,IND,NYK
Shot Chart Detail,22400203,409,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,5,39,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,0,24,1,1,20241110,IND,NYK
Shot Chart Detail,22400203,450,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,2,55,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,30,181,250,1,0,20241110,IND,NYK
Shot Chart Detail,22400203,568,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,7,38,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,21,36,1,1,20241110,IND,NYK
Shot Chart Detail,22400203,576,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,6,41,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,49,85,1,1,20241110,IND,NYK
Shot Chart Detail,22400203,602,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,4,20,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,67,262,1,0,20241110,IND,NYK
Shot Chart Detail,22400203,633,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,2,51,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-64,245,1,1,20241110,IND,NYK
Shot Chart Detail,22400203,636,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,2,23,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,29,39,290,1,0,20241110,IND,NYK
Shot Chart Detail,22400203,644,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,1,51,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,21,-23,213,1,1,20241110,IND,NYK
Shot Chart Detail,22400217,16,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,10,30,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,78,51,1,0,20241113,ORL,IND
Shot Chart Detail,22400217,100,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,3,5,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-181,176,1,0,20241113,ORL,IND
Shot Chart Detail,22400217,158,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,0,1,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,132,47,1,0,20241113,ORL,IND
Shot Chart Detail,22400217,263,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,5,30,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-89,243,1,0,20241113,ORL,IND
Shot Chart Detail,22400217,308,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,1,25,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,8,-85,15,1,0,20241113,ORL,IND
Shot Chart Detail,22400217,321,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,1,2,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-12,90,1,0,20241113,ORL,IND
Shot Chart Detail,22400217,357,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,9,29,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-28,262,1,1,20241113,ORL,IND
Shot Chart Detail,22400217,360,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,8,40,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-70,267,1,1,20241113,ORL,IND
Shot Chart Detail,22400217,369,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,7,53,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,104,235,1,0,20241113,ORL,IND
Shot Chart Detail,22400217,454,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,2,47,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-173,220,1,0,20241113,ORL,IND
Shot Chart Detail,22400217,553,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,8,6,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-29,33,1,0,20241113,ORL,IND
Shot Chart Detail,22400217,577,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,6,55,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-125,233,1,0,20241113,ORL,IND
Shot Chart Detail,22400217,660,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,0,11,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,27,18,1,1,20241113,ORL,IND
Shot Chart Detail,22400217,666,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,0,2,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,191,178,1,0,20241113,ORL,IND
